Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Shri Baladev Jew,OD_Kendrapara_ShriBaladevJew,Odisha,Kendrapara,Kendrapara,20.4851,86.4377,Religious Sites,The beautiful temple surrounding other small temples in its side exhibiting the architectural marvel of the ancient Odisha,Lord Baladev is the main deity worshipped in the temple along with his brother and sister. An idol representing Tulasi as Goddess in a seated position is also present after the sacred seven steps. The deities wear different costumes and are decorated in different ways during various important festivals. The chariot on which the three deities mount during the Car Festival is known as “Brahma Taladhwaja Rath”. This is said to be the biggest chariot in the world.,"This was Built within 1700 by King of Kujanga and chhederabaranga Gopinath Narendra and Jagannath Mahapatra. The Manika Debi and Jagannath Temple was built by first mahanta Ramanuja Das. :The total area of this temple is around 3 acres. Height of the main temple is 75 ft, middle temple is of 40 ft, height of Jagamohana is 65 ft and of BataMandir is 70 ft. Within the temple complex there is a Beautiful 45 ft height Sri Mahalaxmi Temple. :The Flag on the main temple is known as “Brahma Chirala” or “Brahma Bana”, whereas the flag at the top of the 5 ft high Nilachakra is known as ”Brahma Nilachakra”. :This place also known as Tulasi khetra, Gupta khetra, Gupta Brundabana, Sri Baladeba khetra and Manibigraha khetra.:The Rituals and worship of the deities is different from other temples. This is a complete Baishnaba Khetra, Sri baladev Jew param Baishnab without any Tantrik Rituals. Sri Baladev Jew is not made of wood, he himself “MANIBIGHRAHA”. So, no Nabakalebara rituals held here. :The main festival of temple is Rathajatra held as Srigundicha and Bahudajatra. The main Naibedya of Sri Baladev Jew is “RASABALI” which is very famous.",https://i.imgur.com/SM2qI6t.jpg,https://i.imgur.com/hycEP9V.jpg https://i.imgur.com/4bMTzQA.jpg https://i.imgur.com/Ymbdftw.jpg https://i.imgur.com/u7QAJ0U.jpg
Pentha Beach,OD_Kendrapara_PenthaBeach,Odisha,Kendrapara,Kendrapara,20.5396,86.7883,Port & Sea Beach,A mesmerizing view of the nature and the soothing wind is a perfect treat to the voyager,"The ""Pentha Beach"" is a perfect combination of sun, sand and sea. Mangroves and pine trees create the scenery pretty mesmerizing and charming. The roaring waves hitting the shore of Bay of Bengal will remind you the prominent beaches of Puri and Gopalpur. There was no one except immaculate beach, crystal clear water, the tress and the beautiful red crabs.",The backdrop of awe-inspiring infinite water and golden sandy beach is aww factor of the place.,https://i.imgur.com/qEirWU2.jpg,https://i.imgur.com/5coaY10.jpg https://i.imgur.com/Af6MkTL.jpg
Hukitola,OD_Kendrapara_Hukitola,Odisha,Kendrapara,Kendrapara,20.405,86.7887,Nature & Wildlife,Also named as Hukitola Bay and Hukitola Island was formed from silt deposits,"The place attracts students, scholars and history lovers throughout the year for its scenic location and historical significance. the port and the palace started loosing its importance in 1924 when the Britishers established a port at false point. The uniqueness of the palace, however, lies in its roof slope in design. It helps rain water to flow down to four big water pots. The collected water was used for drinking purposes by the merchants throughout the year.","The building having plinth area more than 7000 sq. ft. on the island was constructed by the Britishers in 1866/67 during the “Naanka” drought. This was used to store rice imported from Burma and other places through sea route. :It bears testimony to advancement made in construction technology in the 19th century. The monument, a majestic building with underground rainwater harvesting system is symbol of the state’s glorious past in maritime.",https://i.imgur.com/b4ekZ6Y.jpg,https://i.imgur.com/UcwmYR2.jpg https://i.imgur.com/9F4qJSQ.jpg https://i.imgur.com/VYSLOcL.jpg https://i.imgur.com/zfzAn7t.jpg
Gahirmatha Beach and Turtle Sanctuary,OD_Kendrapara_GahirmathaBeachAndTurtleSanctuary,Odisha,Kendrapara,Kendrapara,20.744188,87.000282,Nature & Wildlife,"Located within the close vicinity of the Bhitarkanika National Park, is Odisha’s only Turtle Sanctuary","The beach separates the Bhitarkanika mangroves from the Bay of Bengal and is the world's most important nesting beach for Olive Ridley Sea Turtles. A part of the Gahirmatha Beach, the Turtle Sanctuary is the place where one can spot Olive Ridley Turtles. Taking a boat ride across the river and gradually venturing into the wide sea is an experience ridden with sheer thrill and excitement. These turtles travel all the way from South Pacific Ocean to breed on the coast of Gahirmatha.  ","The Gahirmatha Marine Wildlife Sanctuary is the only marine sanctuary of Orissa. In 1997 the Government of Orissa declared the area as Gahirmatha Marine Sanctuary considering its ecological significance and diverse floral and faunal resources. :The Gahirmatha beach has been a cradle to adult sea turtles and their babies since time immemorial. The turtles are known for the epic journeys that they undertake annually to breed and recuperate. It has been observed that Olive Ridley Sea Turtles migrate from Pacific Ocean through the coastal water of Sri Lanka in the Indian Ocean to the coastal water of Gahirmatha in the north. They usually mate between November and January and the breeding period is of eight months from October to May.:It is a fascinating experience to watch these creatures crawling out of the deep sea, labouring, selecting a site, digging holes, laying almost 200 eggs, covering the area and crawling back to the sea. :About half a million of these species visit the beach every year for mating. It extendes from Dhamara river mouth in the north to Brahmani rever moth in the south. It is very famous for its nesting beach for Olive Ridley Turtles. It is the one of world’s most important nesting beach for turtles.",https://i.imgur.com/D0ArUVR.jpg,https://i.imgur.com/DtdPRzG.jpg https://i.imgur.com/slpFoSE.jpg https://i.imgur.com/MGeP55A.jpg
Bhitarkanika National Park,OD_Kendrapara_BhitarkanikaNationalPark,Odisha,Kendrapara,Kendrapara,20.7141,86.8201,Nature & Wildlife,"A gift of nature with mangroves, saltwater, green place, crocodiles, and perfect ecosystem","Bhitarkanika is India’s second largest mangrove ecosystem after the Sunderbans. The National park is essentially a network of creeks and canals which are inundated with waters from rivers Brahmani, Baitarani, Dhamra and Patasala forming a unique ecosystem. Bhitarkanika is home to the largest congregation of the endangered Salt Water Crocodile in the country. Bhitarkanika is also home to numerous animals like the deer, hyenas, wild boar etc and migratory birds which make it their home during the winter season lending a vibrant hue to the eco system.","Bhitarkanika National Park is a 145 km2 (56 sq mi) large national park in northeast Kendrapara district in Odisha in eastern India. :It was designated on 16 September 1998 and obtained the status of a Ramsar site on 19 August 2002. The area is also been designated as second Ramsar site of the State after the Chilika Lake. It is surrounded by Bhitarkanika Wildlife Sanctuary, which spread over 672 km2 (259 sq mi). :Gahirmatha Beach and Marine Sanctuary are to the east, separating swamp region and mangroves from the Bay of Bengal. The national park and wildlife sanctuary is inundated by the rivers Brahmani, Baitarani, Dhamra, Pathsala. It hosts many mangrove species, and is the second largest mangrove ecosystem in India. :The national park is home to Saltwater crocodile (Crocodylus porosus), Indian python, king cobra, black ibis, darters and many other species of flora and fauna.:A unique phenomenon is the Bagagahana or the heronry near Surajpore creek. Thousands of birds colonise the creek for nesting and the aerial acrobatics performed prior to the mating makes for an impressive sight. Bhitarkanika is also home to eight varieties of Kingfisher birds which is also a rarity. :The erstwhile hunting porch of the Maharaja adds to its heritage value. The Salt Water Crocodile is the apex predator of the region, besides it, the park is home to numerous reptiles like the water monitor lizard, pythons to name a few.",https://i.imgur.com/dFswwWV.jpg,https://i.imgur.com/0PkoZbN.jpg https://i.imgur.com/9RPJHxR.jpg https://i.imgur.com/qsmjOkH.jpg https://i.imgur.com/qaqjjJa.jpg https://i.imgur.com/U1offPz.jpg https://i.imgur.com/jlMn0LD.jpg
Batighar,OD_Kendrapara_Batighar,Odisha,Kendrapara,Kendrapara,20.3311,86.7372,Iconic Places,This is the first lighthouse installed in eastern coast of India,"It is situated in a village named Batighar, on the other bank of river Kharinasi. It is surrounded with pleasant natural beauty. Once upon a time, this was known as Kaudia Dwip and used as hunting ground of Kujanga Kings. The speciality of this lighthouse is that it is operational from the date of its lighting and presently it is managed by Calcutta Light House.","The Construction of this lighthouse was started on 6th December, 1836 and it was lighted on 16th October 1837. The stones used were transported from Barabati Fort, Cuttack. :The height is 125 feet, foundation wall is 15 feet thick. The diameter at land level is 10 feet. To reach the top, 138 steps made of cement concrete and a 16-step ladder are there. In 1837, the first light came out from this light house on 16th October. :This Light house was built by Mr H. Wright. This light house is 60 feet above sea level built on sand heap. This is a six storied building having space to take rest on each floor having a big window. There are 16 Bullet proof glasses attached at the top floor. :Year 1857 is in scripted on that glass which is remain as it is. Within the circular room there is a wheel of 3 feet radius having an electric bulb at the center. This bulb is of 440v 230w, this light can be seen from 60 km in the sea. This Light House is opened for Tourist from 7.00 am to 10.am and 4 pm to evening.",https://i.imgur.com/YUiX5qF.jpg,https://i.imgur.com/Zd9erTN.jpg https://i.imgur.com/X06NXA4.jpg
Putudi Waterfall,OD_Kandhamal_PutudiWaterfall,Odisha,Kandhamal,Sesakera,20.5455,84.1901,Waterbodies,Putudi is a place of natural beauty where river Salunki falls from the height of 60ft. forming an enchanting ambience,"Pearched amidst thick forest and the barren rocks of the mountain the water falls from a height of 100 m on the river Bada Salunki. Secluded from the hustle and bustle of the city and located among whispering forests, the place offers a serene and tranquil environment where the silence is only broken by the roaring sound of the waterfall. Putudi Waterfall serves enough food for the camera and is an exquisite shooting spot.", Many regional films have been shot here owing to the beauty of this place.,https://i.imgur.com/ns1AZHU.jpg,https://i.imgur.com/5FlwNFC.jpg https://i.imgur.com/Ftu05R4.jpg https://i.imgur.com/iodz7ma.jpg https://i.imgur.com/Rldk60k.jpg https://i.imgur.com/8y3GJYB.jpg
Daringbadi Hill Station,OD_Kandhamal_DaringbadiHillStation,Odisha,Kandhamal,Daringbadi,19.9037,84.1303,Hills & Caves,It is an ideal summer resort which is popularly named as “Kashmir of Odisha”,"Nestled in the lush greenery of hills, pine forests, plantations and Waterbodies, this tiny underrated hill station that has everything for an ideal vacation destination.The place is gifted with natural bounties such as pine jungles, coffee gardens and beautiful valleys. It is the only place of Odisha which experiences snow fall during winter. Daringbadi is the only place in Odisha where dew freezes to ice during chilly winters and gives the illusion of the valley being covered in a layer of snow. ","Back in the days of the British rule, there was a British officer named Daring Saheb who was in charge of this place. Over the years, this place was named after him, which spelled DaringBadi with Badi meaning village. :More than 50% of the population here constitutes ST community of aboriginal tribal races.",https://i.imgur.com/ymuepJ0.jpg,https://i.imgur.com/aaedxui.jpg https://i.imgur.com/sAhLoMN.jpg https://i.imgur.com/dUfHJl5.jpg https://i.imgur.com/R9G8lF8.jpg https://i.imgur.com/0sslGku.jpg https://i.imgur.com/5V4NBAZ.jpg https://i.imgur.com/QZFQM5o.jpg https://i.imgur.com/ToCfIbF.jpg
Belghar Nature Camp,OD_Kandhamal_BelgharNatureCamp,Odisha,Kandhamal,Belghar,19.926,83.6149,Nature & Wildlife,Belghar is full of scenic beauty and wild life especially Elephants and famous for age old tradition of food gathering and hut dwelling,"Belghar is surrounded by towering hillocks around. The thick forest is home to a number of rare endangered species of animals and plants.The pride of the forest of Belghar is the long tusked Elephants that abound plenty in the region. Many other smaller mammal fauna like deer, wild boar, bear etc and varieties of birds viz: Hill Myna, Parrot, Peacocks and Flying Giant Squirrels are found which attracts the visitors. The natural vegetation of the forests are wooded trees which rises to a great height.",Belghar Nature Camp is situated at an altitude of 2555 feet above the sea in Kandhamal District. Belghar-Daringbadi is the land of “Hills and Waterbodies”. :It is mainly inhabited by a particular tribe known as “Kutia Kandha”. The tribals believe in age old traditions of hut dwelling and food gathering. Though they are living in forests for years together yet they are hospitable and friendly. :Heavy mist and dew are prevalent during the winter season. Average rainfall is 1382 mm. The perennial rivers and streams like “Pipili” and “Penaju Nala” are the water source of Belghar. Amongst the hillocks one large grass land on the top of hill at “DIMILI” is a must worth view point for the visitors.,https://i.imgur.com/AIVBcLq.jpg,https://i.imgur.com/cJrHVfh.jpg https://i.imgur.com/exaLP1F.jpg https://i.imgur.com/loOW6bH.jpg https://i.imgur.com/DuCnYOq.jpg https://i.imgur.com/PobCqd2.jpg https://i.imgur.com/cEnKQfW.jpg
Phurlijharan Waterfall,OD_Kalahandi_PhurlijharanWaterfall,Odisha,Kalahandi,Bhawanipatna,19.7802,83.1127,Waterbodies,The evergreen forests around the fall provide ample opportunities to group picnickers.,Phurlijharan is a perennial water fall about 30 Ft in height and has a special charm of its own. The multi coloured rainbow created by the sunrays falling on the scattered water particles of the fall is an amusing sight to be seen. The cool and calm environment around the fall provide a relaxing time to the travellers where they can also capture the beautiful fall on their camera lens. ,The months from September to January are considered to be the best time to visit Phurlijharan Waterfall as the weather remains enjoyable to explore even more places in the district.,https://i.imgur.com/2zElPDy.jpg,https://i.imgur.com/2zElPDy.jpg
Dokarichanchara Waterfall,OD_Kalahandi_DokarichancharaWaterfall,Odisha,Kalahandi,Kalahandi,19.62,82.549,Waterbodies,"The mountains, the Waterbodies and the scenic beauty are lovely.","Dokarichanchara is famous due to its two famous Waterbodies, Dokaridara and Bhanyaraghumara (or Bhairav dhar). In addition, the historical Gudahandi cave nearby it makes this place more prominent. The Gudahandi cave was named due to its appearance as a jaggery (guda) pot (handi). There you can see several pre-historical literatures, pictographic inscriptions and drawings crafted on the stone walls. There is famous Ram temple, which is famous due to very old and ancient. ","There is famous Ram temple, which is famous due to very old and ancient. Every year on Sri Ram Navami a nine-day long festive occurs. :Dokarichanchara Falls The Dokaridhara falls from a height of 200ft, which is surrounded by beautiful stoned hills. Maa Dokari Devi is also been worshiping at this place since a long time.",https://i.imgur.com/8OXtJu8.jpg,https://i.imgur.com/8OXtJu8.jpg https://i.imgur.com/oXm4DBw.jpg https://i.imgur.com/QcwCK52.jpg
Asurgarh Fort,OD_Kalahandi_AsurgarhFort,Odisha,Kalahandi,Bhawanipatna,20.081475,83.354932,Iconic Places,Asurgarh is an archaeological site in the Kalahandi district of Odisha.,"It comprises of the main fort, spread over 12 hectares,and exterior fortification in ruins. Kalahandi was known in ancient times as Mahakantara and Karunda Mandal,which means 'Great Forest' and 'treasure of precious stones' respectively. Kantara, refering to this region,finds mention in the Ramayana and Mahabharata.","While this place is deemed as one of the first regions in South Asia where cultivation of paddy started, discovery of a large axe from the Stone Age dating back to thousands of years, corroborate the antiquity associated with the region.",https://i.imgur.com/W3pZ2Jy.jpg,https://i.imgur.com/W3pZ2Jy.jpg
Ambapani Sanctuary,OD_Kalahandi_AmbapaniSanctuary,Odisha,Kalahandi,Biriman,19.6284,82.5402,Zoos & Reserves,It is notable for the icon of Budharaja built up in a sanctuary at the foot of a hillock. ,"Arranged close to the coastline of Odisha(Orissa), the Ambapani Sanctuary is a pleasant place to visit for the nature lovers. The magnificence and quality of the all encompassing vistas of the East Indian state are additionally highlighted by the variegated types of natural life and the lavish foliage that conceals the scene of the asylum. The ideal peaceful, calm and serene environment of the sanctuary flushed with greenery portrays the diverse natural heritage that Orissa has always boasted of.","The Ambapani sanctuary derived its name from the region of Ambapani which is famous for the deity of Budhraja established in a temple at the foot of a hillock. :The charms of the sanctuary are increased by the stunning and picturesque Eastern Ghats. The presence of a diverse range of wild animals, bids and vegetation further heightens the beauty of the sanctuary to a great extent.",https://i.imgur.com/WSIBq4V.png,https://i.imgur.com/WSIBq4V.png https://i.imgur.com/iX3NcE3.png https://i.imgur.com/T0Yb4jR.png
Pahadi Mandir,OD_Jharsuguda_PahadiMandir,Odisha,Jharsuguda,Badheimunda,21.8618,84.0316,Religious Sites,A spiritual place of Lord Shiva eye and an catching view from the top of the hill,"Pahadi Mandir is located on a small hilltop.Lord Shiva is worshipped at the temple. A beautiful view of Jharsuguda town can be seen from the hilltop.The Shravana month of the Hindu calendar is the busiest time of temple, during which devotees offer Jal Dhara (offering  Holly water )to the main deity of this temple and their prayers to the Lingam.  Another auspicious festival is Mahashivratri. , it is believed that all your wishes are fulfilled if you offer prayers at this shrine.",Lord shia is worshiped in the name of Pahadeshwar.The temple was constructed by a Gujarati  Contractor Sri Bitthal Bhai Saha in 1921.,https://i.imgur.com/X1YmHm1.jpg,https://i.imgur.com/udpSRoG.jpg https://i.imgur.com/HaoDVNr.jpg https://i.imgur.com/HLK4VkN.jp
Koilighughar Waterfall,OD_Jharsuguda_KoilighugharWaterfall,Odisha,Jharsuguda,Jharsuguda,21.8064,83.6686,Waterbodies,It is a picturesque beauty spot with Sylvan backdrop,A rivult named Ahiraj takes origin from the Chhuikhanch forest and while flowing through rocky belt falls from a height of 200ft creating the waterfall of the Koilighughar. It is a picturesque beauty spot. There is a Shivalayam known as Maheshwarnath inside the fall. The submerged lingam is not visible. If somebody tries to see it from inside the water in winter and summer the lingam is visible under the reflected sunlight hence from the benefit of the pilgrims another Shiva lingam has been created outside the waterfall.,"Koilighugar is a shaivism place. In Maha Shiv Ratri, here annual fair also occurred. At that time, huge crowd gathering happens here. In this place a rest house is also present.",https://i.imgur.com/rjutg9t.jpg,https://i.imgur.com/AlwqWXK.jpg https://i.imgur.com/BBWYx2e.jpg https://i.imgur.com/X0KEt2A.jpg
Jhadeswar Temple,OD_Jharsuguda_JhadeswarTemple,Odisha,Jharsuguda,Purunabasti,21.848,84.0328,Religious Sites,The place is famous for a self appearing Sivalingam whose actual age is unknown,"The abode of Baba Jhadeswar the presiding deity of Jharsuguda the Jhadeswar Mandir ( Temple) is an ancient temple dedicated to Lord Shiva. The Temple is located on the outskirts of Purunabasti a flourishing village covered by small forest. Temple is famous for its natural beauty, annual Shivratri and Bol Bom (Kanwar Yatra) festival. The God popularly called as Jhadeswar Baba , sits and rules the Jharsuguda city.","Khadiamal Goud(milk man) was grazing his cattle in Purunabasti forest area. From cattle ,one cow was giving her milk on a  miraculous Stone every day which was located in a small forest .Goud was unable to get milk from that cow because cow was  offering milk on that stone. He had suspicion that someone used to steal milk of cow. One day, he followed that cow to know, ‘who is stealing the milk of cow’. When he  came to know the fact ,he got shocked. He saw a miraculous stone in small forest, the cow spent her milk on that stone .:He told all of this to Maaphidaar (The person who got the land with no tax obligation) Govind Singh and fellow villagers. After hearing words , Maaphidar and villagers of Purunabasti wanted to visit that place. Goud led them to that spiritual place. All of them got mesmerized, after watching self-appearing Shivalingam on their own eyes. From that day, Lord Jhadeswar is being worshipped & glorified by devotees.",https://i.imgur.com/l2Igzb5.jpg,https://i.imgur.com/1h6Jhlx.jpg
Chandi Mandir,OD_Jharsuguda_ChandiMandir,Odisha,Jharsuguda,Brajrajnagar,21.8079,83.944,Religious Sites,A good spiritual place with natural scenery on the bank of the River. A must visit in the winter as the river water is blue and stagnant,Goddess Chandi is worshipped here and the Chandipitha is located inside a natural rock cave on the banks of river IB. One can get down to the temple one can get down to the temple by the iron stairs. And from the temple one can have a beautiful view of the natural surroundings of the banks of the river Ib. It is a very nice picnic spot.,One noticable fact about this place is be careful of the monkeys present there.,https://i.imgur.com/EStfQBR.jpg,https://i.imgur.com/Jz0WSvs.jpg https://i.imgur.com/1xv4jqY.jpg https://i.imgur.com/Qsvn3CZ.jpg
Ratnagiri,OD_Jajpur_Ratnagiri,Odisha,Jajpur,Jajpur,20.6558,86.3427,Hills & Caves,The most famous and comparatively well excavated site amongst the triad of the Buddhist Diamond Triangle,"Archaeological museum at Ratnagiri is one of the important site museums of Archaeological Survey of India, built on the northern crest of the Ratnagiri village, of District Jajpur in Odisha. The beautifully carved entrance gate of the Monastery is one of the most photographed Buddhist structures in the world.","Ratnagiri captured the imagination of historians and archeologist alike during its excavation, between 1975-1983.According to Prof Thomas Donaldson of Cleveland University, who has written many books on art and history of Odisha and India. :Ratnagiri was a rival to Nalanda as a site of Buddhist learning and according to him some of the Tibetan texts even regard that the Mahayana and Tantrayana sect of Buddhism originated from Ratnagiri. :Ratnagiri is also the only monastery in India to have a curvilinear roof. The numerous Votive Stupas (Stupas erected on fulfillment of wish), the Commemorative Stupas (Stupas erected in memory of monks with their relics), the massive Mahastupa (main stupa), Chaityagrihas (prayer halls), statues of Buddha and the ornately carved rooms set amidst serene surroundings on top of hillock makes one wonder about the greatness of an era gone by. ",https://i.imgur.com/xIN7sFy.jpg,https://i.imgur.com/rUmytyV.jpg https://i.imgur.com/YuUp2FO.jpg https://i.imgur.com/SoyJlX6.jpg
Mahavinayak Temple,OD_Jajpur_MahavinayakTemple,Odisha,Jajpur,Jajpur,20.7052,86.0864,Religious Sites,Mahavinayak Temple is a major pilgrimage center and one of the oldest Ganesha temples in the state,"Mahavinayak Temple is the oldest Hindu temple of Lord Ganesha in Odisha. It is located in Chandikhole of Jajpur district. The specialty of this temple is that the five Gods (Shiva, Vishnu, Durga, Sun and Ganesha) are worshiped as one deity in a single Garbhagriha. Lord Ganesha's other name is Binayak. For this the temple name is Mahavinayak. But this place is popularly known as a Shiva Khestra. This temple is also called as Shri Shri Mahavinayak Shaiv Peeth.","This temple was constructed by the kings of the Keshari Dynasty of Odisha during the 12th century. The temple is made up of double-colored bricks- red and yellow. :The wife of Kamadev, Rati Devi is worshiped here to the release of her husband from the curse of Lord Shiva. While she was praying to Lord Ganesh, five hands simultaneously stretched out towards her to receive her offering, putting her in a dilemma. She then prayed to Bramha who clarified that the five Gods, Ganesh, Sun, Vishnu, Shiva, and Durga had been pleased with her prayer and simultaneously stretched their hands to receive her offering. :Kamadev was released thereafter, and that day a large granite stone emerged from the earth, containing the divine power of the five gods. During the Mahabharat battle, mother Kunti also offered Golden Champa flower to Lord Shiva from this place for the victory of her sons.",https://i.imgur.com/0iM6286.jpg,https://i.imgur.com/PpvZ56Z.jpg https://i.imgur.com/RRjim1C.jpg https://i.imgur.com/hXWuNjo.jpg
Chandikhole Chandi Temple,OD_Jajpur_ChandikholeChandiTemple,Odisha,Jajpur,Jajpur,20.7086,86.1032,Religious Sites,Peace attraction for people who are wants to take a rest,"Here you can feel a nature’s silence and the beauty of Nature. Goddress Chandi is the main deity of this temple and for her name the name of this area is named as Chandikhole. So Goddess Chandi is the presiding deity of Chandikhol. This place has all the charm of an ideal picnic spot on the top of thickly wooded hill. The shady trees, the gurgling perennial streams and the sprawling Ashram of Baba Bhairabananda draws many visitors daily.",The place has been named after Goddess Chandi worshipped by late monk Baba Bhairabananda Bramhachari who established the deity of Maa Chandi in one of the adjoining hills of Barunei full of dense forest and ferrocious animals in 1932.,https://i.imgur.com/7t2IS6t.jpg,https://i.imgur.com/DdhXmsI.jpg https://i.imgur.com/NhPGoma.jpg
Biraja Khetra,OD_Jajpur_BirajaKhetra,Odisha,Jajpur,Jajpur,20.8337,86.3381,Religious Sites,"The Biraja Temple, or Birija Kshetra, is a historic Hindu temple for chastity and clarity",Jajpur the ancient capital of Odisha was known as Biraja Kshetra. The temple of Goddess Biraja was the nerve centre which inspired the Bhaumakara and Somavamsi kings to great heights thereby elevating the socio cultural scenario of Odisha. Biraja Kshetra finds mention in the Sanskrit Mahabharata as a famous pilgrimage place. The temple of Goddess Biraja is considered to be one of the fifty one Shakti Pitha’s of the country.,"This present temple was built in 13th century. According to legend, the navel of Sati fell here. Hence it became known as Navigaya. Subsequently the worship of the Goddess Biraja started and the place was called Biraja Kshetra. :It is believed that seven generations of ancestors get salvation if one visits the Biraja Temple. The idol of Goddess Biraja is a two armed Mahisamardini (Slayer of Buffalo Demon). :The iconography is unique in the sense that it’s the only Mahisamardini idol in the country having two hands.Though she was the presiding deity of the Bhaumakaras, it was under the Somavamsi rule that the temple was built in the 11th Century AD. :The temple was desecrated when Odisha fell to the Afghans in the year 1568 AD. Later on a Zamindar by the name of Sudarshan Mohapatra reconstructed the temple in the first half of 19th Century AD, which is standing till today. The Biraja temple complex encompasses several other subsidiary temples each having a story weaved around it.",https://i.imgur.com/eLXS5BE.jpg,https://i.imgur.com/6d52TFI.jpg https://i.imgur.com/LbrAvaw.jpg https://i.imgur.com/JN88SmY.jpg
Ashokjhar Waterfall,OD_Jajpur_AshokjharWaterfall,Odisha,Jajpur,Jajpur,21.0396,85.8977,Waterbodies,Beautiful place with great peace of mind. A waterfall with natural scenery,"Ashokjhar is situated amidst Lush green forest of Mahagiri Hill in Sukinda Valley. Ashokjhar is a prominent scenic spot of Jajpur District. Named after its presiding deity Goddess Ashokaswari, it is an ideal place for group.","There are two sites where you can view the waterfall, the first one is around 200 meters while the second is around 1km. The steepness and narrow trekking paths make the second site unaccessible.",https://i.imgur.com/s04XbWF.png,https://i.imgur.com/PGdMWuA.jpg https://i.imgur.com/2deA50m.png https://i.imgur.com/mKN0MyF.jpg https://i.imgur.com/HdVk6p2.jpg
Siali Sea Beach,OD_Jagatsinghpur_SialiSeaBeach,Odisha,Jagatsinghpur,Padmapur,20.0878,86.4649,Port & Sea Beach,One of the Vacant and less known beautiful Beach in Odisha,"Siali Beach is one of the pleasant sea shores in waterfront Odisha. An excellent and quiet sea shore but unexplored. Associated through a drive through fields , earthen street, fisheries. You will find numerous uncommon species winged animals on our way to the beach.Odisha Government watches sea shore celebration consistently to advance this virgin sea shore goal in Odisha to the national and universal level travelers. With all, Siali sea shore is an acclaimed end of the week goal","You can find your required itenaries. you can bask in the sun , swim in the sea and enjoy your meals in the shades of jhau (casuarina) trees.",https://i.imgur.com/MsG3Q3M.jpg,https://i.imgur.com/Mf4eSj6.jpg https://i.imgur.com/3OOhKIp.jpg
Paradip Port,OD_Jagatsinghpur_ParadipPort,Odisha,Jagatsinghpur,Paradip,20.265606,86.676278,Dams & Water Reservoirs,The port in Paradip is a huge port on the eastern coast of India,"Paradip Port is a characteristic, profound water port on the East bank of India in Jagatsinghpur district.It is arranged at conjunction of the Mahanadi stream and the Bay of Bengal.The port is controlled by the Paradip Port Trust (PPT), a self-sufficient company completely claimed by the Government of India.","Late Biju Patnaik, the then Chief Minister of Odisha, is the establishing father of Paradip Port. Late Jawaharlal Nehru, the then Prime Minister of India, established the framework stone of the Port on 3 January 1962 close to the Confluence of the waterway Mahanadi and the Bay of Bengal. :Legislature of India assumed control over the administration of the Port from the Government of Odisha on 1 June 1965. INS ""Specialist"" had the benefit of lady berthing in the Port on 12 March 1966. :The Port was proclaimed open by Late Peter Stambolic, the then Prime Minister of Yugoslavia on a similar day.Government of India pronounced Paradip Port as the Eighth Major Port of India on 18 April 1966 creation it the FIRST MAJOR PORT in the East Coast dispatched after autonomy.",https://i.imgur.com/5Df23Ia.jpg,https://i.imgur.com/1z9rgy8.jpg https://i.imgur.com/i8Yq7qV.jpg https://i.imgur.com/b3pntGt.jpg https://i.imgur.com/CRvi4Kg.jpg https://i.imgur.com/hZVvHxf.jpg https://i.imgur.com/smXecUa.jpg https://i.imgur.com/G4rBomm.jpg https://i.imgur.com/6GmEYe8.jpg
Marine Aquarium,OD_Jagatsinghpur_MarineAquarium,Odisha,Jagatsinghpur,Paradip,20.256084,86.657134,Zoos & Reserves,Good collection Marine-Life and detailed information about them,A small premises containing 2 dozens of aquariums containing  types of marine fishies and manymore.it exists because of Paradeep Port Trust. ,Entry fee is 15/- per head. And for photography you have to pay 30/- extra,https://i.imgur.com/3Eu3u2x.jpg,https://i.imgur.com/3pykDPm.jpg https://i.imgur.com/Qs1dp70.jpg
Maa Sarala Temple,OD_Jagatsinghpur_MaaSaralaTemple,Odisha,Jagatsinghpur,Jhankada,20.279695,86.293658,Religious Sites,Ancient Temple dedicated to Maa Sarala,"In Hindu culture, 'Maa Sarala' is a Goddess who goes about as a benefactor of the adherents of Vaishnav and Shakta. It is uncommon for a solitary god to ride both of these Hindu categories. She is some of the time suspected to be a Buddhist tantric figure, as she holds a book, Veena and handbell, which are Mahayana symbols. Believed as a blend of heavenly figure of Durga and Saraswati, the way of life of Sarala is an amalgamation of three head Hindu cliques to be specific Vedic, Tantrik and Vaishnavite. It is one of the eight most well known Shakta hallowed places of Odisha.","The spot has an unbelievable relationship with sage Parshuram, the tune of sage Yamadagni .Thus, this spot is of high recorded significance as a focal point of Parshuram clique Puran portrays that parshuram,the 6th manifestation of Lord Vishnu, engraved the god by his bolt and loved her for astuteness and power.It is additionally connected with the principal epic writer of Odisha,Adikavi Sarala Das of fifteenth Century AD. :Goddess Sarala is otherwise called Vak Devi, the Goddess of Knowledge and Wisdom, and Jhankad Vaasini Sharada.The fundamental symbol, cut out of stone is of eight-outfitted keeping her correct feet on the lion in Mahinsha Mardini act. Developed by the incredible Bhauma Kings in the eighth Century.",https://i.imgur.com/EOIGLtn.jpg,https://i.imgur.com/R3VzzDk.jpg https://i.imgur.com/IkEknyW.jpg https://i.imgur.com/67jbQGE.jpg
